,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd
35702,U001,0200416837,DEC corporation,,2020.0,1930856979.0,2020-05-05,2020-05-24,2020-05-01,NAM4,3717.86
35705,U001,200779719,FOOD 4 llc,,2020.0,1930861044.0,2020-05-06,2020-05-21,2020-05-06,NAA8,13388.51
35707,U001,0200514741,LIDE llc,,2020.0,1930755138.0,2020-04-06,2020-06-05,2020-04-06,NAVQ,140778.3
35708,U001,0200519201,KROGE associates,,2020.0,1930748621.0,2020-04-05,2020-04-20,2020-04-05,NAA8,111465.08
35715,U001,0200148860,DOLLA llc,,2020.0,1930858122.0,2020-05-05,2020-05-20,2020-05-05,NAA8,36707.71
35716,U001,0200705742,DOT associates,,2020.0,1930636630.0,2020-03-10,2020-04-13,2020-03-10,NAAW,36802.22
35722,U001,0200097356,PETE co,,2020.0,1930744322.0,2020-04-07,2020-04-22,2020-04-07,NAA8,16156.52
35732,U001,200744019,TARG corporation,,2020.0,1930861917.0,2020-05-06,2020-05-21,2020-05-06,NAA8,40409.24
35737,U001,0200711029,WEGMAN in,,2020.0,1930732656.0,2020-04-02,2020-04-17,2020-04-02,NAA8,25030.3
35740,U001,0200707822,PUBLI corporation,,2020.0,1930620481.0,2020-03-09,2020-03-24,2020-03-09,NAA8,12582.47
35741,U001,0200769623,WAL-MAR llc,,2020.0,1930646041.0,2020-03-12,2020-03-27,2020-03-12,NAH4,12707.63
35751,CA02,0140104409,LOB systems,,2020.0,2960617464.0,2020-03-03,2020-03-21,2020-03-11,CA10,148064.133
35754,U001,0200744019,TARG associates,,2020.0,1930832244.0,2020-04-28,2020-05-13,2020-04-28,NAA8,15894.63
35758,U001,0200769623,WAL-MAR us,,2020.0,1930871149.0,2020-05-08,2020-05-23,2020-05-08,NAH4,32537.63
35766,U001,0200133150,KROG us,,2020.0,1930834443.0,2020-04-29,2020-05-14,2020-04-29,NAA8,287198.25
35771,U001,0200707822,PUBLI llc,,2020.0,1930824558.0,2020-04-24,2020-05-09,2020-04-24,NAA8,70075.27
35772,U001,0200769623,WAL-MAR corp,,2020.0,1930653123.0,2020-03-16,2020-03-31,2020-03-16,NAH4,64352.06
35776,U001,0200773492,G & L  llc,,2020.0,1930691625.0,2020-03-25,2020-04-09,2020-03-25,NAA8,36073.48
35780,U001,0200769623,WAL-MAR foundation,,2020.0,1930718910.0,2020-03-31,2020-04-15,2020-03-31,NAH4,4063.83
35782,CA02,0140106181,THE  corporation,,2020.0,2960617442.0,2020-03-01,2020-03-13,2020-03-03,CA10,19353.6
35791,U001,0200769623,WAL-MAR us,,2020.0,1930652602.0,2020-03-15,2020-03-30,2020-03-15,NAH4,22021.88
35794,CA02,0140105785,SHOPPE us,,2020.0,2960630939.0,2020-04-28,2020-05-10,2020-04-30,CA10,11827.199999999999
35795,U001,0200780383,MEIJ co,,2020.0,1930700810.0,2020-03-25,2020-04-09,2020-03-25,NAA8,39366.34
35803,U001,0200772670,ASSOCIAT llc,,2020.0,1930623420.0,2020-03-08,2020-03-23,2020-03-08,NAU5,62683.74
35806,U001,0200769623,WAL-MAR foundation,,2020.0,1930581747.0,2020-02-29,2020-03-15,2020-02-29,NAH4,6171.06
35808,U001,0200418007,AM corp,,2020.0,1930592659.0,2020-03-03,2020-03-18,2020-03-03,NAA8,33580.31
35809,U001,0200749782,KROG associates,,2020.0,1930586790.0,2020-03-03,2020-03-18,2020-03-03,NAA8,54798.15
35810,U001,0200707822,PUBLI corporation,,2020.0,1930732036.0,2020-04-01,2020-04-16,2020-04-01,NAA8,53694.86
35816,U001,200769623,WAL-MAR corp,,2020.0,1930881181.0,2020-05-11,2020-05-26,2020-05-11,NAH4,3421.42
35825,CA02,0140106408,WAL-M corporation,,2020.0,2960621748.0,2020-03-19,2020-03-30,2020-03-20,CA10,32660.061
35826,U001,0200769623,WAL-MAR llc,,2020.0,1930622761.0,2020-03-09,2020-03-24,2020-03-09,NAH4,53249.19
35827,U001,0200769623,WAL-MAR co,,2020.0,1930606303.0,2020-03-06,2020-03-21,2020-03-06,NAH4,1504.87
35832,U001,0200769623,WAL-MAR llc,,2020.0,1930686735.0,2020-03-23,2020-04-07,2020-03-23,NAH4,33988.59
35834,U001,0200759878,SA corporation,,2020.0,1930730185.0,2020-04-04,2020-04-19,2020-04-04,NAH4,13229.08
35842,U001,0200769623,WAL-MAR co,,2020.0,1930705474.0,2020-03-27,2020-04-11,2020-03-27,NAH4,11078.02
35843,U013,0140103400,FOST associates,,2020.0,1991840568.0,2020-03-29,2020-04-28,2020-03-29,NAVE,1193.4
35844,U001,0200723794,MID MO foundation,,2020.0,1930658237.0,2020-03-17,2020-04-01,2020-03-17,NAA8,65732.4
35845,U001,0200769623,WAL-MAR us,,2020.0,1930722852.0,2020-04-02,2020-04-17,2020-04-02,NAH4,62353.96
35846,U001,0200759878,SA associates,,2020.0,1930733601.0,2020-04-02,2020-04-17,2020-04-02,NAH4,14035.83
35851,U001,0200769623,WAL-MAR in,,2020.0,1930827432.0,2020-04-27,2020-05-12,2020-04-27,NAH4,33949.9
35854,U001,0200726979,BJ'S  co,,2020.0,1930656108.0,2020-03-16,2020-03-31,2020-03-16,NAA8,356.13
35862,U001,0200826820,C H G ,,2020.0,1930859852.0,2020-05-08,2020-05-23,2020-05-08,NAA8,6652.4
35864,U001,0200769623,WAL-MAR ,,2020.0,1930853772.0,2020-05-05,2020-05-20,2020-05-05,NAH4,13859.38
35869,U001,0200793830,M trust,,2020.0,1930818951.0,2020-04-23,2020-05-08,2020-04-23,NAA8,41822.76
35872,U001,0200771157,WEIS co,,2020.0,1930800405.0,2020-04-18,2020-05-03,2020-04-18,NAA8,505.29
35878,U001,0200769623,WAL-MAR foundation,,2020.0,1930732629.0,2020-04-01,2020-04-16,2020-04-01,NAH4,15056.43
35881,U001,200974851,RESTA llc,,2020.0,1930861221.0,2020-05-05,2020-05-20,2020-05-05,NAA8,245.55
35882,U001,0200769623,WAL-MAR corp,,2020.0,1930655176.0,2020-03-16,2020-03-31,2020-03-16,NAH4,42005.3
35891,U001,0200769623,WAL-MAR in,,2020.0,1930778059.0,2020-04-11,2020-04-26,2020-04-11,NAH4,44047.38
35904,U001,0200752302,KROGER us,,2020.0,1930860232.0,2020-05-05,2020-05-20,2020-05-05,NAA8,47407.15
35906,U001,0200704858,WAKE in,,2020.0,1930717577.0,2020-03-31,2020-04-15,2020-03-31,NAA8,75193.04
35913,U001,0200759878,SA us,,2020.0,1930683551.0,2020-03-20,2020-04-04,2020-03-20,NAH4,39675.59
35917,U001,CCU013,KRAFT F systems,,2020.0,1930606372.0,2020-03-09,2020-03-09,2020-03-09,NAX2,8433.98
35923,U001,0200762301,C&S WH associates,,2020.0,1930705971.0,2020-03-27,2020-04-11,2020-03-27,NAC6,42067.55
35924,U001,0200253680,SCHWANS corporation,,2020.0,1930655855.0,2020-03-16,2020-03-31,2020-03-16,NAA8,40605.6
35926,U001,0200769623,WAL-MAR corporation,,2020.0,1930803607.0,2020-04-22,2020-05-07,2020-04-22,NAH4,15150.97
35929,U001,0200769623,WAL-MAR llc,,2020.0,1930666220.0,2020-03-19,2020-04-03,2020-03-19,NAH4,20538.32
35934,U001,CCU013,KRAFT F trust,,2020.0,1930615449.0,2020-03-06,2020-03-06,2020-03-06,NAX2,12297.6
35939,U001,0200762301,C&S WH foundation,,2020.0,1930661423.0,2020-03-18,2020-04-02,2020-03-18,NAC6,27980.86
35940,U001,0200769623,WAL-MAR foundation,,2020.0,1930619966.0,2020-03-08,2020-03-23,2020-03-08,NAH4,7195.24
35941,U001,0200769623,WAL-MAR llc,,2020.0,1930611986.0,2020-03-06,2020-03-21,2020-03-06,NAH4,30082.16
35946,U001,CCCA02,KRAFT  ,,2020.0,1930617541.0,2020-03-09,2020-04-13,2020-03-09,NAG2,14151.51
35948,U001,0200707822,PUBLI corp,,2020.0,1930577319.0,2020-02-28,2020-03-14,2020-02-28,NAA8,132666.82
35952,U001,0200726979,BJ'S  systems,,2020.0,1930817263.0,2020-04-23,2020-05-08,2020-04-23,NAA8,197.7
35962,U001,0200780825,SYSCO FO llc,,2020.0,1930621986.0,2020-03-09,2020-03-24,2020-03-09,NAA8,34937.45
35971,U001,0200230690,DECA foundation,,2020.0,1930855588.0,2020-05-04,2020-05-24,2020-05-01,NAM4,5689.18
35973,U001,0200472086,CONSUMER llc,,2020.0,1930774624.0,2020-04-11,2020-04-26,2020-04-11,NAA8,83433.46
35974,U001,0200020431,DEC in,,2020.0,1930817773.0,2020-04-23,2020-04-26,2020-04-16,NAM2,18709.32
35976,U001,0200705089,JETR systems,,2020.0,1930673747.0,2020-03-19,2020-04-03,2020-03-19,NAA8,657.67
35977,U001,0200762301,C&S WH ,,2020.0,1930607565.0,2020-03-06,2020-03-21,2020-03-06,NAC6,97023.02
35982,U001,0200794332,COST in,,2020.0,1930645448.0,2020-03-12,2020-03-27,2020-03-12,NAAX,32715.47
35988,U001,0200744019,TARG associates,,2020.0,1930717589.0,2020-03-30,2020-04-14,2020-03-30,NAA8,31071.6
35990,U001,0200769623,WAL-MAR associates,,2020.0,1930692816.0,2020-03-24,2020-04-08,2020-03-24,NAH4,10722.13
36001,U001,0200769623,WAL-MAR corporation,,2020.0,1930839154.0,2020-04-30,2020-05-15,2020-04-30,NAH4,61188.77
36004,U001,0200769623,WAL-MAR associates,,2020.0,1930842915.0,2020-05-01,2020-05-16,2020-05-01,NAH4,341.18
36005,U001,0200769623,WAL-MAR llc,,2020.0,1930733058.0,2020-04-04,2020-04-19,2020-04-04,NAH4,11468.32
36009,U001,0200792293,UNIFIE in,,2020.0,1930720582.0,2020-03-30,2020-04-14,2020-03-30,NAA8,72257.83
36014,U001,0200769623,WAL-MAR co,,2020.0,1930714845.0,2020-03-29,2020-04-13,2020-03-29,NAH4,8882.88
36016,U001,0200732755,KROGER in,,2020.0,1930653666.0,2020-03-15,2020-03-30,2020-03-15,NAA8,19017.5
36029,U001,200769623,WAL-MAR systems,,2020.0,1930838214.0,2020-05-01,2020-05-16,2020-05-01,NAH4,18907.81
36034,U001,0200759878,SA trust,,2020.0,1930577773.0,2020-02-28,2020-03-14,2020-02-28,NAH4,13563.71
36035,U001,0200418007,AM trust,,2020.0,1930706312.0,2020-03-27,2020-04-11,2020-03-27,NAA8,18209.86
36040,U001,0200803720,DEC us,,2020.0,1930765398.0,2020-04-10,2020-04-24,2020-04-01,NAM4,5143.38
36046,U001,0200794332,COST foundation,,2020.0,1930637733.0,2020-03-12,2020-03-27,2020-03-12,NAAX,8793.09
36058,U001,0200783734,FAREW in,,2020.0,1930793556.0,2020-04-16,2020-05-01,2020-04-16,NAA8,30708.35
36064,U001,0200769623,WAL-MAR ,,2020.0,1930809828.0,2020-04-21,2020-05-06,2020-04-21,NAH4,3403.8
36067,U001,0200769623,WAL-MAR corp,,2020.0,1930719757.0,2020-03-30,2020-04-14,2020-03-30,NAH4,1898.2
36074,U001,0200769623,WAL-MAR us,,2020.0,1930581851.0,2020-02-29,2020-03-15,2020-02-29,NAH4,5483.03
36079,U001,0200707822,PUBLI llc,,2020.0,1930710330.0,2020-03-27,2020-04-11,2020-03-27,NAA8,86494.66
36080,U001,200793513,KROGER associates,,2020.0,1930684865.0,2020-03-23,2020-04-07,2020-03-23,NAA8,75334.45
36084,U001,0200769623,WAL-MAR corporation,,2020.0,1930585918.0,2020-03-02,2020-03-17,2020-03-02,NAH4,933.62
36095,U001,0200769623,WAL-MAR associates,,2020.0,1930719811.0,2020-03-31,2020-04-15,2020-03-31,NAH4,14191.17
36098,U001,0200781803,JRD co,,2020.0,1930729157.0,2020-04-01,2020-04-21,2020-04-01,NAD1,3564.37
36104,U001,0200762301,C&S WH in,,2020.0,1930788107.0,2020-04-16,2020-05-01,2020-04-16,NAC6,37958.14
36105,U001,0200769623,WAL-MAR in,,2020.0,1930860095.0,2020-05-06,2020-05-21,2020-05-06,NAH4,1084.68
36108,U001,0200148860,DOLLA ,,2020.0,1930660041.0,2020-03-17,2020-04-01,2020-03-17,NAA8,81023.41
36110,U001,0200769623,WAL-MAR corporation,,2020.0,1930675981.0,2020-03-20,2020-04-04,2020-03-20,NAH4,15328.41
36113,U001,0200759878,SA corp,,2020.0,1930642294.0,2020-03-12,2020-03-27,2020-03-12,NAH4,25477.97
36118,U001,0200759878,SA co,,2020.0,1930611678.0,2020-03-10,2020-03-25,2020-03-10,NAH4,10893.51
36122,U001,0200769623,WAL-MAR us,,2020.0,1930620016.0,2020-03-08,2020-03-23,2020-03-08,NAH4,39953.78
36140,U001,0100032505,KEHE corp,,2020.0,1930789982.0,2020-04-20,2020-06-24,2020-04-20,NAGD,2859.84
36147,U001,0200769623,WAL-MAR co,,2020.0,1930635822.0,2020-03-12,2020-03-27,2020-03-12,NAH4,16644.77
36148,U001,0200353024,DECA foundation,,2020.0,1930689927.0,2020-03-24,2020-04-08,2020-03-16,NAM4,1871.76
36160,U001,200637319,DIRECT  llc,,2020.0,1930808558.0,2020-04-23,2020-05-08,2020-04-23,NAA8,11157.0
36164,U001,0200769623,WAL-MAR corp,,2020.0,1930585839.0,2020-03-03,2020-03-18,2020-03-03,NAH4,29484.65
36168,U001,0200769623,WAL-MAR trust,,2020.0,1930810965.0,2020-04-25,2020-05-10,2020-04-25,NAH4,3612.31
36170,U013,0140103480,PRIC foundation,,2020.0,1991839887.0,2020-03-06,2020-04-20,2020-03-06,NAVF,47497.8
36175,U001,0200771157,WEIS ,,2020.0,1930709439.0,2020-03-27,2020-04-11,2020-03-27,NAA8,76762.51
36177,U001,0200726979,BJ'S  us,,2020.0,1930654125.0,2020-03-16,2020-03-31,2020-03-16,NAA8,209.29
36186,U001,0200722444,PERFOR ,,2020.0,1930772878.0,2020-04-15,2020-05-17,2020-04-15,NA32,9128.52
36190,CA02,0140104409,LOB trust,,2020.0,2960621964.0,2020-03-19,2020-03-29,2020-03-19,CA10,112059.27599999998
36201,U001,CCCA02,KRAFT  trust,,2020.0,1930607694.0,2020-03-06,2020-04-10,2020-03-06,NAG2,7798.08
36202,U001,0200769623,WAL-MAR corp,,2020.0,1930716327.0,2020-03-29,2020-04-13,2020-03-29,NAH4,22072.36
36219,U001,0200769623,WAL-MAR llc,,2020.0,1930833514.0,2020-04-29,2020-05-14,2020-04-29,NAH4,801.56
36221,U007,0100024767,GREEN  associates,,2020.0,1930736175.0,2020-04-02,2020-05-07,2020-04-02,NAG2,1715.04
36223,U001,0200290370,BARGAIN  corporation,,2020.0,1930598633.0,2020-03-04,2020-03-19,2020-03-04,NAA8,15232.32
36236,U001,0200707822,PUBLI foundation,,2020.0,1930653496.0,2020-03-15,2020-03-30,2020-03-15,NAA8,99359.09
36237,U001,0200275115,SHAWS  ,,2020.0,1930565363.0,2020-02-27,2020-03-13,2020-02-27,NAA8,78944.4
36241,U001,0200337148,COAS corporation,,2020.0,1930763279.0,2020-04-07,2020-04-22,2020-04-07,NAA8,78121.37
36242,U001,0200148860,DOLLA in,,2020.0,1930732918.0,2020-04-03,2020-04-18,2020-04-03,NAA8,56642.03
36246,U001,0200803720,DEC associates,,2020.0,1930618490.0,2020-03-07,2020-03-11,2020-03-01,NAM2,11066.02
36250,U001,0200726979,BJ'S  systems,,2020.0,1930821958.0,2020-04-24,2020-05-09,2020-04-24,NAA8,265.44
36254,U001,0200726979,BJ'S  us,,2020.0,1930822703.0,2020-04-24,2020-05-09,2020-04-24,NAA8,1109.91
36272,CA02,0140104409,LOB associates,,2020.0,2960625707.0,2020-03-31,2020-04-10,2020-03-31,CAX2,219.408
36275,U001,0200762301,C&S WH in,,2020.0,1930751596.0,2020-04-06,2020-04-21,2020-04-06,NAC6,11595.48
36276,U001,0200744019,TARG foundation,,2020.0,1930686488.0,2020-03-24,2020-04-08,2020-03-24,NAA8,16950.1
36285,U001,CCCA02,KRAFT  foundation,,2020.0,1930535090.0,2020-02-28,2020-04-03,2020-02-28,NAG2,43329.6
36286,U001,0200706844,WINC us,,2020.0,1930600183.0,2020-03-04,2020-03-19,2020-03-04,NAA8,64963.66
36298,U001,0200744019,TARG trust,,2020.0,1930740886.0,2020-04-04,2020-04-19,2020-04-04,NAA8,2321.66
36305,U001,0200793568,SUPE co,,2020.0,1930646537.0,2020-03-12,2020-03-27,2020-03-12,NAA8,160818.32
36309,U001,0200794332,COST corporation,,2020.0,1930699843.0,2020-03-25,2020-04-09,2020-03-25,NAAX,32715.47
36318,U001,0200704858,WAKE llc,,2020.0,1930638674.0,2020-03-12,2020-03-27,2020-03-12,NAA8,38425.77
36320,U001,0100006311,QUALITY C corporation,,2020.0,1930594023.0,2020-03-02,2020-03-17,2020-03-02,NAA8,21011.32
36322,U001,0200724999,GILSTE in,,2020.0,1930856091.0,2020-05-06,2020-05-16,2020-05-06,NA10,51663.6
36323,U001,0200794332,COST systems,,2020.0,1930860158.0,2020-05-05,2020-05-20,2020-05-05,NAAX,2147.92
36325,U001,0200936373,SUPE llc,,2020.0,1930759623.0,2020-04-08,2020-04-23,2020-04-08,NAA8,4367.85
36331,U001,0200769623,WAL-MAR in,,2020.0,1930783324.0,2020-04-15,2020-04-30,2020-04-15,NAH4,2245.96
36340,U001,0200726979,BJ'S  corporation,,2020.0,1930779977.0,2020-04-12,2020-04-27,2020-04-12,NAA8,132.72
36354,U001,200772670,ASSOCIAT corp,,2020.0,1930875984.0,2020-05-07,2020-05-22,2020-05-07,NAU5,61.54
36364,U001,0200705742,DOT llc,,2020.0,1930592416.0,2020-03-03,2020-03-23,2020-03-03,NAD1,2259.39
36369,U001,0200048886,SHERWO trust,,2020.0,1930720329.0,2020-03-31,2020-04-15,2020-03-31,NAA8,65216.88
36373,U001,0200769623,WAL-MAR corp,,2020.0,1930684081.0,2020-03-23,2020-04-07,2020-03-23,NAH4,661.11
36378,CA02,0140104440,SO co,,2020.0,2960626295.0,2020-04-07,2020-04-24,2020-04-14,CA10,1578.3529999999998
36382,U001,0200744019,TARG us,,2020.0,1930764319.0,2020-04-09,2020-04-24,2020-04-09,NAA8,1286.64
36395,U001,0200769623,WAL-MAR corp,,2020.0,1930738912.0,2020-04-03,2020-04-18,2020-04-03,NAH4,30717.09
36397,U001,0200737918,W LEE  foundation,,2020.0,1930566678.0,2020-02-27,2020-03-13,2020-02-27,NAA8,19622.87
36403,U001,0200793513,KROGER corp,,2020.0,1930862240.0,2020-05-06,2020-05-21,2020-05-06,NAA8,35070.4
36413,U001,0200794332,COST corp,,2020.0,1930577121.0,2020-02-27,2020-03-13,2020-02-27,NAAX,77650.17
36420,U001,0200706844,WINC ,,2020.0,1930709450.0,2020-03-27,2020-04-11,2020-03-27,NAA8,37690.54
36422,U001,0200769623,WAL-MAR in,,2020.0,1930855580.0,2020-05-04,2020-05-19,2020-05-04,NAH4,62256.53
36423,U001,0200769623,WAL-MAR llc,,2020.0,1930617193.0,2020-03-06,2020-03-21,2020-03-06,NAH4,8030.65
36431,U001,0200748108,KROGER us,,2020.0,1930576155.0,2020-02-27,2020-03-13,2020-02-27,NAA8,82144.32
36434,U001,0200705742,DOT associates,,2020.0,1930798027.0,2020-04-16,2020-05-01,2020-04-16,NAA8,19783.03
36438,U001,0200782001,GORDO ,,2020.0,1930652437.0,2020-03-20,2020-04-21,2020-03-20,NA32,9955.26
36444,U001,0200646464,CUSTOMI ,,2020.0,1930821728.0,2020-04-29,2020-05-14,2020-04-29,NAA8,5191.22
36447,U001,0200780383,MEIJ corporation,,2020.0,1930685647.0,2020-03-23,2020-04-07,2020-03-23,NAA8,50431.16
36459,U001,200769623,WAL-MAR llc,,2020.0,1930650597.0,2020-03-15,2020-03-30,2020-03-15,NAH4,57169.62
36460,U001,0200769623,WAL-MAR trust,,2020.0,1930803365.0,2020-04-20,2020-05-05,2020-04-20,NAH4,3764.06
36462,U001,0200769623,WAL-MAR in,,2020.0,1930793239.0,2020-04-16,2020-05-01,2020-04-16,NAH4,4797.54
36468,U001,0200768357,MARC associates,,2020.0,1930571290.0,2020-02-27,2020-03-13,2020-02-27,NAA8,12862.73
36474,CA02,0140105686,SYSC trust,,2020.0,2960628711.0,2020-04-14,2020-05-02,2020-04-22,CA10,76747.98599999999
36476,U001,0200769623,WAL-MAR systems,,2020.0,1930745474.0,2020-04-03,2020-04-18,2020-04-03,NAH4,4272.16
36484,U001,0200915438,GROC associates,,2020.0,1930582804.0,2020-03-04,2020-03-19,2020-03-04,NAA8,18658.0
36489,U001,0200759878,SA in,,2020.0,1930584949.0,2020-03-03,2020-03-18,2020-03-03,NAH4,11288.12
36495,U001,0200793513,KROGER trust,,2020.0,1930758531.0,2020-04-07,2020-04-22,2020-04-07,NAA8,82194.72
36501,U001,0200722444,PERFOR us,,2020.0,1930687611.0,2020-03-26,2020-04-10,2020-03-26,NAA8,19624.65
36507,U001,0200644313,DAVISCO ,,2020.0,1930764675.0,2020-04-08,2020-04-18,2020-04-08,NA10,3761.0
36520,U001,0200769623,WAL-MAR corp,,2020.0,1930654784.0,2020-03-17,2020-04-01,2020-03-17,NAH4,14709.83
36522,U001,0200704858,WAKE us,,2020.0,1930704194.0,2020-03-26,2020-05-30,2020-03-26,NAGD,6101.57
36545,U001,0200936373,SUPE associates,,2020.0,1930809723.0,2020-04-22,2020-05-07,2020-04-22,NAA8,19622.83
36554,U001,0200769623,WAL-MAR in,,2020.0,1930671027.0,2020-03-19,2020-04-03,2020-03-19,NAH4,12880.97
36561,CA02,0140105785,SHOPPE corp,,2020.0,2960630938.0,2020-04-27,2020-05-15,2020-05-05,CA10,18594.87
36574,U001,0200782207,FORT corporation,,2020.0,1930706320.0,2020-03-26,2020-04-10,2020-03-26,NAA8,28443.71
36576,U001,0200723794,MID MO trust,,2020.0,1930589653.0,2020-03-03,2020-03-18,2020-03-03,NAA8,140583.68
36577,CA02,0140104409,LOB foundation,,2020.0,2960631183.0,2020-05-01,2020-05-14,2020-05-04,CA10,50272.614
36578,U001,0200769623,WAL-MAR systems,,2020.0,1930726616.0,2020-04-01,2020-04-16,2020-04-01,NAH4,13615.23
36585,U001,0100043892,IN-N llc,,2020.0,1930716110.0,2020-03-29,2020-04-13,2020-03-29,NAA8,17880.6
36601,CA02,0140106408,WAL-M associates,,2020.0,2960620535.0,2020-03-12,2020-03-23,2020-03-13,CA10,1358.168
36612,CA02,0140104429,COSTCO in,,2020.0,2960625189.0,2020-04-04,2020-04-16,2020-04-06,CA10,107108.65199999999
36631,U001,0200772670,ASSOCIAT co,,2020.0,1930806474.0,2020-04-20,2020-05-05,2020-04-20,NAU5,50549.21
36635,U001,0200704858,WAKE foundation,,2020.0,1930593406.0,2020-03-04,2020-03-19,2020-03-04,NAA8,162625.39
36637,U001,CCU013,KRAFT F systems,,2020.0,1930586266.0,2020-03-06,2020-03-06,2020-03-06,NAX2,2905.21
36641,CA02,100030194,AMAZO trust,,2020.0,2960632811.0,2020-05-03,2020-05-14,2020-05-04,CA10,35203.903
36642,U001,0200418007,AM associates,,2020.0,1930751837.0,2020-04-07,2020-04-22,2020-04-07,NAA8,7317.94
36643,U001,0200148860,DOLLA associates,,2020.0,1930686813.0,2020-03-23,2020-04-07,2020-03-23,NAA8,9525.6
36648,U001,0200744019,TARG us,,2020.0,1930695857.0,2020-03-27,2020-04-11,2020-03-27,NAA8,12126.98
36658,U001,0200772670,ASSOCIAT co,,2020.0,1930609701.0,2020-03-05,2020-05-09,2020-03-05,NAGD,2229.54
36662,U001,0200756072,REINHA ,,2020.0,1930856625.0,2020-05-05,2020-05-20,2020-05-05,NAA8,19027.72
36667,U001,200148860,DOLLA associates,,2020.0,1930664319.0,2020-03-18,2020-04-02,2020-03-18,NAA8,54091.56
36668,U001,0200759878,SA llc,,2020.0,1930774061.0,2020-04-09,2020-04-24,2020-04-09,NAH4,33563.72
36686,U001,0200769623,WAL-MAR llc,,2020.0,1930845068.0,2020-05-02,2020-05-17,2020-05-02,NAH4,45797.06
36689,U001,0200712187,SPAR systems,,2020.0,1930670550.0,2020-03-19,2020-04-03,2020-03-19,NAA8,33761.7
36699,CA02,0100034823,ZARCO trust,,2020.0,2960618799.0,2020-03-07,2020-03-19,2020-03-09,CA10,8291.045
36705,U001,0200764795,SYSCO  associates,,2020.0,1930830391.0,2020-04-27,2020-05-12,2020-04-27,NAA8,23682.49
36725,U001,0200759878,SA llc,,2020.0,1930724498.0,2020-04-01,2020-04-16,2020-04-01,NAH4,38590.82
36727,U001,0200418007,AM co,,2020.0,1930718292.0,2020-03-30,2020-06-03,2020-03-30,NAGD,136.8
36740,CA02,0140104340,COLABOR  systems,,2020.0,2960633114.0,2020-05-04,2020-05-15,2020-05-05,CA10,1573.9149999999997
36752,U001,200769623,WAL-MAR systems,,2020.0,1930686113.0,2020-03-23,2020-04-07,2020-03-23,NAH4,13312.88
36770,U001,0200769623,WAL-MAR co,,2020.0,1930797116.0,2020-04-17,2020-05-02,2020-04-17,NAH4,13578.12
36771,U001,0200769623,WAL-MAR llc,,2020.0,1930860629.0,2020-05-06,2020-05-21,2020-05-06,NAH4,38749.75
36773,CA02,0140104409,LOB llc,,2020.0,2960630774.0,2020-05-01,2020-05-21,2020-05-11,CA10,63987.272999999994
36776,U001,0200820380,SMITH'S us,,2020.0,1930653019.0,2020-03-16,2020-03-31,2020-03-16,NAA8,67018.26
36782,U001,0200769623,WAL-MAR corp,,2020.0,1930580859.0,2020-02-29,2020-03-15,2020-02-29,NAH4,48063.69
36786,U001,0200794332,COST corp,,2020.0,1930785237.0,2020-04-15,2020-04-30,2020-04-15,NAAX,42776.43
36794,U001,200772670,ASSOCIAT corporation,,2020.0,1930714791.0,2020-03-27,2020-04-11,2020-03-27,NAU5,43031.97
36811,U001,0200707822,PUBLI associates,,2020.0,1930779028.0,2020-04-12,2020-04-27,2020-04-12,NAA8,18930.72
36815,U001,0200711029,WEGMAN in,,2020.0,1930838655.0,2020-04-29,2020-05-14,2020-04-29,NAA8,27025.38
36821,U001,0200726979,BJ'S  systems,,2020.0,1930686402.0,2020-03-23,2020-04-07,2020-03-23,NAA8,717.8
36826,U001,200769623,WAL-MAR us,,2020.0,1930885106.0,2020-05-12,2020-05-27,2020-05-12,NAH4,23286.6
36835,U001,0200803720,DEC us,,2020.0,1930772821.0,2020-04-10,2020-04-24,2020-04-01,NAM4,4024.52
36842,U001,0200769623,WAL-MAR systems,,2020.0,1930842513.0,2020-04-30,2020-05-15,2020-04-30,NAH4,264.71
36845,U001,0200762301,C&S WH corporation,,2020.0,1930621738.0,2020-03-09,2020-03-24,2020-03-09,NAC6,6272.47
36855,U001,0200729942,SA co,,2020.0,1930781991.0,2020-04-13,2020-04-28,2020-04-13,NAA8,13149.34
36856,U001,0200772670,ASSOCIAT systems,,2020.0,1930740309.0,2020-04-03,2020-04-18,2020-04-03,NAU5,67095.39
36860,U001,0200769623,WAL-MAR foundation,,2020.0,1930723641.0,2020-03-30,2020-04-14,2020-03-30,NAH4,2352.97
36865,U001,0200769623,WAL-MAR llc,,2020.0,1930854758.0,2020-05-04,2020-05-19,2020-05-04,NAH4,1494.09
36880,CA02,0140104249,SOB in,,2020.0,2960625094.0,2020-03-31,2020-04-19,2020-04-09,CA10,28017.212999999996
36883,U001,200744019,TARG associates,,2020.0,1930847440.0,2020-05-02,2020-05-17,2020-05-02,NAA8,15199.68
36899,U001,0100044041,DEF. F us,,2020.0,1930753851.0,2020-04-06,2020-04-24,2020-04-01,NAM4,1911.8
36901,U001,0200729942,SA associates,,2020.0,1930790988.0,2020-04-15,2020-04-30,2020-04-15,NAA8,825.04
36906,U001,0200769623,WAL-MAR in,,2020.0,1930585135.0,2020-03-01,2020-03-16,2020-03-01,NAH4,2373.96
